,laptop_id,product,inches,ram,weight,price_euros,tn_2_in_1_convertible,tn_gaming,tn_netbook,tn_notebook,tn_ultrabook,tn_workstation,scr_4k_ultra_hd,scr_full_hd,scr_hd,scr_other,scr_quad_hd+,cpu_ghz,cpu_intel,cpu_amd,so_windows,so_no,so_linux,so_chrome,so_mac,gpu_intel,gpu_nvidia,gpu_amd,memory_gb,company_acer,company_apple,company_asus,company_chuwi,company_dell,company_fujitsu,company_google,company_hp,company_huawei,company_lenovo,company_lg,company_mediacom,company_microsoft,company_msi,company_razer,company_samsung,company_toshiba,company_vero,company_xiaomi
26,1177,Spectre Pro,13.3,8,1.48,2041.0,1,0,0,0,0,0,0,0,0,1,0,2.6,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,952,Latitude 7480,14.0,8,1.36,1639.0,0,0,0,0,1,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,84,ProBook 440,14.0,8,1.63,860.0,0,0,0,1,0,0,0,1,0,0,0,1.6,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,786,Swift 3,14.0,4,1.8,636.0,0,0,0,1,0,0,0,1,0,0,0,2.4,1,0,1,0,0,0,0,1,0,0,128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,811,XPS 13,13.3,8,1.29,1499.0,0,0,0,0,1,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,452,Latitude 5480,14.0,8,1.64,1179.0,0,0,0,1,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1287,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,4,2.2,720.32,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,1,0,500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,311,EliteBook x360,13.3,16,1.28,1975.0,1,0,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,600,Notebook Odyssey,15.6,16,2.5,1699.0,0,0,0,1,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,458,Precision 3520,15.6,16,2.17,1975.0,0,0,0,0,0,1,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,404,ThinkPad L470,14.0,8,1.9,938.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,876,Probook 450,15.6,4,2.07,910.0,0,0,0,1,0,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,473,Aspire 5,15.6,4,2.2,469.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,1,0,500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,397,Rog GL753VE-GC070T,17.3,16,3.0,1591.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,176,IdeaPad 320-15AST,15.6,4,2.2,309.0,0,0,0,1,0,0,0,0,1,0,0,2.9,0,1,0,0,0,0,0,0,0,1,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,787,Blade Pro,14.0,16,1.95,2899.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,851,Alienware 17,17.3,32,4.42,3072.89,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,963,Chromebook 14,14.0,4,1.68,349.0,0,0,0,1,0,0,0,0,1,0,0,1.6,1,0,0,0,0,1,0,1,0,0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,705,Chromebook Flip,12.5,4,1.2,669.0,1,0,0,0,0,0,0,1,0,0,0,0.9,1,0,0,0,0,1,0,1,0,0,64.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,613,Tecra Z50-C-144,15.6,8,2.2,1399.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,962,Insprion 5767,17.3,4,2.36,659.0,0,0,0,1,0,0,0,0,0,1,0,2.0,1,0,1,0,0,0,0,0,0,1,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,8,Macbook Air,13.3,8,1.34,1158.7,0,0,0,0,1,0,0,0,0,1,0,1.8,1,0,0,0,0,0,1,1,0,0,256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,39,250 G6,15.6,4,1.86,488.69,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,130,E402WA-GA007T (E2-6110/4GB/64GB/W10,14.0,4,1.65,277.99,0,0,0,1,0,0,0,0,1,0,0,1.5,0,1,1,0,0,0,0,0,0,1,64.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,912,XPS 13,13.3,8,1.24,2013.1,1,0,0,0,0,0,0,0,0,0,1,1.3,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,305,VivoBook S14,14.0,4,1.3,509.0,0,0,0,1,0,0,0,0,1,0,0,2.4,1,0,1,0,0,0,0,1,0,0,128.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,353,Latitude 5590,15.6,16,1.88,1607.96,0,0,0,0,1,0,0,1,0,0,0,1.9,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1315,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,4,2.2,720.32,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,1,0,500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1136,Spectre Pro,13.3,8,1.16,1690.0,0,0,0,1,0,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,947,Yoga 900-13ISK,13.3,16,1.3,1799.0,1,0,0,0,0,0,0,0,0,0,1,2.2,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,1025,EliteBook 820,12.5,4,1.26,1539.0,0,0,0,0,1,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,106,Envy 13-ad009n,13.3,8,1.38,1119.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,438,Thinkpad 13,13.3,8,1.4,1010.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,460,ThinkPad T470,14.0,8,1.65,1345.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,1278,Yoga 500-14IBD,14.0,4,1.8,833.01,1,0,0,0,0,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,997,LifeBook A556,15.6,4,2.3,649.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,602,IdeaPad 110-15ISK,15.6,8,2.29,459.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,657,Thinkpad X270,12.5,8,1.36,1584.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,237,Legion Y720-15IKB,15.6,16,3.2,1499.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,107,Surface Laptop,13.5,8,1.252,1340.0,0,0,0,0,1,0,0,0,0,1,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,832,GL62M 7RD,15.6,8,2.4,1199.0,0,1,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,601,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,17.3,4,2.8,529.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,0,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,508,15-BS026nv (i5-7200U/8GB/256GB/Radeon,15.6,8,1.91,618.99,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,0,1,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,888,Mi Notebook,13.3,8,1.28,935.0,0,0,0,0,1,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,233,K756UX-T4340T (i5-7200U/8GB/500GB,17.3,8,2.69,891.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,256.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,898,Rog GL753VD-GC082T,17.3,12,2.2,1369.9,0,1,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,128.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,143,Aspire 5,17.3,4,3.0,655.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,435,Omen 17-w207nv,17.3,12,3.35,1999.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,136,Aspire A515-51G-37JS,15.6,4,2.2,572.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,256.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1019,EliteBook 840,14.0,4,1.48,1099.99,0,0,0,1,0,0,0,0,1,0,0,2.4,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,415,IdeaPad 320-15ISK,15.6,4,2.2,409.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,211,XPS 13,13.3,8,1.21,1949.0,0,0,0,0,1,0,1,0,0,0,0,1.8,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1029,Portege A30-C-1CZ,13.3,8,1.5,1210.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,509,Yoga 920-13IKB,13.9,8,1.4,1599.0,1,0,0,0,0,0,0,1,0,0,0,1.6,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,561,ProBook 470,17.3,8,2.63,1280.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,884,Thinkpad 13,13.3,4,1.44,735.0,0,0,0,1,0,0,0,1,0,0,0,2.4,1,0,1,0,0,0,0,1,0,0,180.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,1021,EliteBook 1040,14.0,8,1.43,1449.0,0,0,0,0,1,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,310,IdeaPad 320-15IAP,15.6,4,2.2,359.99,0,0,0,1,0,0,0,0,1,0,0,1.1,1,0,0,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,776,Inspiron 7559,15.6,16,2.72,1099.0,0,1,0,0,0,0,1,0,0,0,0,2.6,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,439,IdeaPad 320s-14IKB,14.0,4,1.7,599.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,1047,Probook 640,14.0,8,1.95,1195.0,0,0,0,1,0,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,916,ThinkPad T570,15.6,8,1.95,1962.99,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,414,Latitude 7480,14.0,8,1.36,1680.0,0,0,0,0,1,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,467,Aspire E5-576G,15.6,4,2.23,544.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,334,Elitebook 820,12.5,8,1.26,1335.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,1189,ProBook 450,15.6,16,2.1,1159.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,917,Gram 15Z970,15.6,16,1.08,2099.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,620,Inspiron 3567,15.6,4,2.25,359.0,0,0,0,1,0,0,0,0,1,0,0,2.0,1,0,0,0,1,0,0,1,0,0,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1188,250 G5,15.6,8,1.96,679.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,50,X751NV-TY001T (N4200/4GB/1TB/GeForce,17.3,4,2.8,466.0,0,0,0,1,0,0,0,0,1,0,0,1.1,1,0,1,0,0,0,0,0,1,0,1024.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,416,Lenovo IdeaPad,11.6,2,1.15,304.45,0,0,0,1,0,0,0,0,1,0,0,1.1,1,0,1,0,0,0,0,1,0,0,32.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,291,Thinkpad T570,15.6,8,1.95,1097.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,828,Latitude 3480,14.0,4,1.76,755.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,581,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),15.6,4,2.05,685.0,0,0,0,1,0,0,0,1,0,0,0,1.6,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,866,Latitude 5580,15.6,8,1.9,945.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,491,ThinkPad E570,15.6,4,2.3,565.0,0,0,0,1,0,0,0,0,1,0,0,2.0,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,673,Satellite Pro,15.6,4,2.1,498.0,0,0,0,1,0,0,0,0,1,0,0,2.1,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,732,GL72M 7REX,17.3,8,2.7,1348.48,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,42,Inspiron 7577,15.6,16,2.65,1499.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1213,Pavilion Power,15.6,12,2.21,1327.0,0,0,0,1,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,394,Precision 5520,15.6,8,2.0,2135.0,0,0,0,0,0,1,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,257,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,15.6,4,1.68,469.0,0,0,0,1,0,0,0,0,1,0,0,2.5,0,1,1,0,0,0,0,0,0,1,1024.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,554,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,15.6,4,2.15,462.35,0,0,0,1,0,0,0,1,0,0,0,2.3,1,0,0,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,1274,Rog G752VT-GC073T,17.3,16,4.0,1900.0,0,1,0,0,0,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,0,1,0,128.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1092,GT72VR Dominator,17.3,16,3.78,2499.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,1300,Stream 11-Y000na,11.6,2,1.17,209.0,0,0,1,0,0,0,0,0,1,0,0,1.6,1,0,1,0,0,0,0,1,0,0,32.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,746,GS63VR 7RF,15.6,16,1.8,2094.48,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
